"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 07 09:44:55 GMT 2023","Thu Dec 07 09:45:02 GMT 2023","6668","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Thu Dec 07 09:45:41 GMT 2023","Thu Dec 07 09:45:48 GMT 2023","6783","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Thu Dec 07 09:45:27 GMT 2023","Thu Dec 07 09:45:31 GMT 2023","4925","client app","UIBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Thu Dec 07 09:45:31 GMT 2023","Thu Dec 07 09:45:36 GMT 2023","4915","client app","UIBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Thu Dec 07 09:44:47 GMT 2023","Thu Dec 07 09:44:51 GMT 2023","3891","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Thu Dec 07 09:44:17 GMT 2023","Thu Dec 07 09:44:26 GMT 2023","8222","client app","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering iphone 13 pro",""
"passed","Thu Dec 07 09:45:23 GMT 2023","Thu Dec 07 09:45:27 GMT 2023","3240","client app","UIBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Thu Dec 07 09:38:47 GMT 2023","Thu Dec 07 09:38:53 GMT 2023","5434","client app","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Thu Dec 07 09:45:39 GMT 2023","Thu Dec 07 09:45:41 GMT 2023","2405","client app","UIBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Thu Dec 07 09:45:36 GMT 2023","Thu Dec 07 09:45:39 GMT 2023","2237","client app","UIBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Thu Dec 07 09:44:36 GMT 2023","Thu Dec 07 09:44:41 GMT 2023","4944","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Thu Dec 07 09:45:48 GMT 2023","Thu Dec 07 09:45:48 GMT 2023","41","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Thu Dec 07 09:45:18 GMT 2023","Thu Dec 07 09:45:23 GMT 2023","5379","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Thu Dec 07 09:44:26 GMT 2023","Thu Dec 07 09:44:34 GMT 2023","8565","client app","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering zara coat 3",""
"passed","Thu Dec 07 09:38:53 GMT 2023","Thu Dec 07 09:38:56 GMT 2023","3924","client app","ClientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Thu Dec 07 09:45:02 GMT 2023","Thu Dec 07 09:45:07 GMT 2023","4834","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Thu Dec 07 09:45:07 GMT 2023","Thu Dec 07 09:45:13 GMT 2023","6432","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Thu Dec 07 09:44:54 GMT 2023","Thu Dec 07 09:44:55 GMT 2023","1013","setup","auth.setupNew.spec.ts","","","","authenticate default for client app",""
"passed","Thu Dec 07 09:44:41 GMT 2023","Thu Dec 07 09:44:47 GMT 2023","6169","demoqa","../tests-demoqa/textBoxKeysAndShort.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Thu Dec 07 09:45:13 GMT 2023","Thu Dec 07 09:45:18 GMT 2023","4936","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
