"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 09:42:46 GMT 2024","Mon Jul 01 09:42:49 GMT 2024","3076","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Mon Jul 01 09:40:56 GMT 2024","Mon Jul 01 09:41:12 GMT 2024","15527","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Mon Jul 01 09:41:12 GMT 2024","Mon Jul 01 09:41:22 GMT 2024","9647","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Mon Jul 01 09:42:28 GMT 2024","Mon Jul 01 09:42:32 GMT 2024","3343","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Mon Jul 01 09:42:38 GMT 2024","Mon Jul 01 09:42:43 GMT 2024","5689","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Mon Jul 01 09:41:49 GMT 2024","Mon Jul 01 09:41:55 GMT 2024","5785","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Mon Jul 01 09:40:19 GMT 2024","Mon Jul 01 09:40:24 GMT 2024","5297","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Mon Jul 01 09:41:57 GMT 2024","Mon Jul 01 09:41:58 GMT 2024","1170","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Mon Jul 01 09:40:38 GMT 2024","Mon Jul 01 09:40:47 GMT 2024","9161","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Mon Jul 01 09:42:16 GMT 2024","Mon Jul 01 09:42:22 GMT 2024","6233","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Mon Jul 01 09:40:24 GMT 2024","Mon Jul 01 09:40:29 GMT 2024","5169","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Mon Jul 01 09:41:22 GMT 2024","Mon Jul 01 09:41:35 GMT 2024","13801","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Mon Jul 01 09:42:49 GMT 2024","Mon Jul 01 09:42:56 GMT 2024","6914","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Mon Jul 01 09:42:06 GMT 2024","Mon Jul 01 09:42:10 GMT 2024","4415","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Mon Jul 01 09:42:56 GMT 2024","Mon Jul 01 09:42:56 GMT 2024","37","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Mon Jul 01 09:40:50 GMT 2024","Mon Jul 01 09:40:56 GMT 2024","6806","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Mon Jul 01 09:41:58 GMT 2024","Mon Jul 01 09:42:06 GMT 2024","7580","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Mon Jul 01 09:40:29 GMT 2024","Mon Jul 01 09:40:38 GMT 2024","9163","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Mon Jul 01 09:42:43 GMT 2024","Mon Jul 01 09:42:46 GMT 2024","2321","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Mon Jul 01 09:42:10 GMT 2024","Mon Jul 01 09:42:16 GMT 2024","5720","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Mon Jul 01 09:41:44 GMT 2024","Mon Jul 01 09:41:49 GMT 2024","4474","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Mon Jul 01 09:41:35 GMT 2024","Mon Jul 01 09:41:44 GMT 2024","8795","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Mon Jul 01 09:42:32 GMT 2024","Mon Jul 01 09:42:38 GMT 2024","6216","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Mon Jul 01 09:42:22 GMT 2024","Mon Jul 01 09:42:28 GMT 2024","5819","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
