"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5766","@Web TC:Verify presence of iphone X in product list","client app","Fri Nov 01 09:43:54 GMT 2024","passed","Fri Nov 01 09:43:59 GMT 2024","","uiBasics.spec.ts","",""
"","6810","@Web TC: Verify hover and select needed item","client app","Fri Nov 01 09:43:39 GMT 2024","passed","Fri Nov 01 09:43:46 GMT 2024","","hiddenElements.spec.ts","",""
"","4746","@Web TC: Verify work of screenshot and visual comparison","client app","Fri Nov 01 09:43:46 GMT 2024","passed","Fri Nov 01 09:43:50 GMT 2024","","hiddenElements.spec.ts","",""
"","2269","@Web TC: Verify UI controls","client app","Fri Nov 01 09:44:05 GMT 2024","passed","Fri Nov 01 09:44:07 GMT 2024","","uiBasics.spec.ts","",""
"","3545","TC_2: Verify uploading 1 file","demoqa","Fri Nov 01 09:43:14 GMT 2024","passed","Fri Nov 01 09:43:18 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","33","Remove ${authFile} after running client app tests","teardown","Fri Nov 01 09:44:18 GMT 2024","passed","Fri Nov 01 09:44:18 GMT 2024","Teardown","auth.tearDown.spec.ts","",""
"","5285","@Web TC: Verify popup validation","client app","Fri Nov 01 09:43:34 GMT 2024","passed","Fri Nov 01 09:43:39 GMT 2024","","hiddenElements.spec.ts","",""
"","5102","@Web TC: Verify hidden elements","client app","Fri Nov 01 09:43:28 GMT 2024","passed","Fri Nov 01 09:43:34 GMT 2024","","hiddenElements.spec.ts","",""
"","10105","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Fri Nov 01 09:41:14 GMT 2024","passed","Fri Nov 01 09:41:24 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","3413","@Web TC: Child windows handling","client app","Fri Nov 01 09:44:07 GMT 2024","passed","Fri Nov 01 09:44:11 GMT 2024","","uiBasics.spec.ts","",""
"","8752","TC: E2E for ordering ZARA COAT 3","client app","Fri Nov 01 09:40:57 GMT 2024","passed","Fri Nov 01 09:41:06 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","1119","default authentication for client app","setup","Fri Nov 01 09:43:19 GMT 2024","passed","Fri Nov 01 09:43:21 GMT 2024","","auth.setupNew.spec.ts","",""
"","44354","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Fri Nov 01 09:42:26 GMT 2024","passed","Fri Nov 01 09:43:10 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","8386","TC: E2E for ordering IPHONE 13 PRO","client app","Fri Nov 01 09:40:49 GMT 2024","passed","Fri Nov 01 09:40:57 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","49661","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts","demoqa","Fri Nov 01 09:41:24 GMT 2024","passed","Fri Nov 01 09:42:14 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","",""
"","11872","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle","demoqa","Fri Nov 01 09:42:14 GMT 2024","passed","Fri Nov 01 09:42:26 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","",""
"","5402","@Web TC: Retrive all card titles from home page","client app","Fri Nov 01 09:43:59 GMT 2024","passed","Fri Nov 01 09:44:05 GMT 2024","","uiBasics.spec.ts","",""
"","6018","TC 1: Fill out input text fields by data from faker lib","demoqa","Fri Nov 01 09:41:08 GMT 2024","passed","Fri Nov 01 09:41:14 GMT 2024","@Demoqa Text Box Tests","../tests-demoqa/textBoxAndFaker.spec.ts","",""
"","6549","@Web TC: Verify UI IFrame","client app","Fri Nov 01 09:44:11 GMT 2024","passed","Fri Nov 01 09:44:17 GMT 2024","","uiFrames.spec.ts","",""
"","4075","TC: Verify success login to client app with anshika@gmail.com and Iamking@000","client app","Fri Nov 01 09:40:45 GMT 2024","passed","Fri Nov 01 09:40:49 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","4000","TC_1: Verify downloading 1 file","demoqa","Fri Nov 01 09:43:10 GMT 2024","passed","Fri Nov 01 09:43:14 GMT 2024","@Demoqa Download and Upload tests","../tests-demoqa/upalodAndDownload.spec.ts","",""
"","3282","@Web TC:Catch unshowing message and Verify text message","client app","Fri Nov 01 09:43:50 GMT 2024","passed","Fri Nov 01 09:43:54 GMT 2024","","uiBasics.spec.ts","",""
"","5280","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1","client app","Fri Nov 01 09:40:39 GMT 2024","passed","Fri Nov 01 09:40:45 GMT 2024","","clientAppWithExternalDataAndParametriazation.spec.ts","",""
"","7421","@Web TC: Verify goBack and goForward methods","client app","Fri Nov 01 09:43:21 GMT 2024","passed","Fri Nov 01 09:43:28 GMT 2024","","hiddenElements.spec.ts","",""
