"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 09 09:40:04 GMT 2024","Tue Apr 09 09:40:12 GMT 2024","8611","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Tue Apr 09 09:40:21 GMT 2024","Tue Apr 09 09:40:32 GMT 2024","11113","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Apr 09 09:43:31 GMT 2024","Tue Apr 09 09:43:36 GMT 2024","5169","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Tue Apr 09 09:40:32 GMT 2024","Tue Apr 09 09:41:21 GMT 2024","48586","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Apr 09 09:40:14 GMT 2024","Tue Apr 09 09:40:21 GMT 2024","6557","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Tue Apr 09 09:43:46 GMT 2024","Tue Apr 09 09:43:49 GMT 2024","3219","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Tue Apr 09 09:42:19 GMT 2024","Tue Apr 09 09:42:25 GMT 2024","6478","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Apr 09 09:44:02 GMT 2024","Tue Apr 09 09:44:04 GMT 2024","2646","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Tue Apr 09 09:44:04 GMT 2024","Tue Apr 09 09:44:11 GMT 2024","6726","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Tue Apr 09 09:39:51 GMT 2024","Tue Apr 09 09:39:55 GMT 2024","4004","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Tue Apr 09 09:43:17 GMT 2024","Tue Apr 09 09:43:18 GMT 2024","1019","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Tue Apr 09 09:43:12 GMT 2024","Tue Apr 09 09:43:15 GMT 2024","2988","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Tue Apr 09 09:39:55 GMT 2024","Tue Apr 09 09:40:04 GMT 2024","8323","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Tue Apr 09 09:43:26 GMT 2024","Tue Apr 09 09:43:31 GMT 2024","4957","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Tue Apr 09 09:39:46 GMT 2024","Tue Apr 09 09:39:51 GMT 2024","5473","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Tue Apr 09 09:43:59 GMT 2024","Tue Apr 09 09:44:02 GMT 2024","2182","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Tue Apr 09 09:43:19 GMT 2024","Tue Apr 09 09:43:26 GMT 2024","7575","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Tue Apr 09 09:43:49 GMT 2024","Tue Apr 09 09:43:54 GMT 2024","5169","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Tue Apr 09 09:43:42 GMT 2024","Tue Apr 09 09:43:46 GMT 2024","4496","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Tue Apr 09 09:43:54 GMT 2024","Tue Apr 09 09:43:59 GMT 2024","4937","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Tue Apr 09 09:41:21 GMT 2024","Tue Apr 09 09:42:19 GMT 2024","58394","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Apr 09 09:42:25 GMT 2024","Tue Apr 09 09:43:12 GMT 2024","46784","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Tue Apr 09 09:43:36 GMT 2024","Tue Apr 09 09:43:42 GMT 2024","5333","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Tue Apr 09 09:44:12 GMT 2024","Tue Apr 09 09:44:12 GMT 2024","32","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
