"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 18 09:41:36 GMT 2024","Thu Jan 18 09:41:41 GMT 2024","5649","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Thu Jan 18 09:41:41 GMT 2024","Thu Jan 18 09:41:47 GMT 2024","5331","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Thu Jan 18 09:39:04 GMT 2024","Thu Jan 18 09:39:12 GMT 2024","8269","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Thu Jan 18 09:42:02 GMT 2024","Thu Jan 18 09:42:07 GMT 2024","5608","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Thu Jan 18 09:41:59 GMT 2024","Thu Jan 18 09:42:02 GMT 2024","3243","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Thu Jan 18 09:42:07 GMT 2024","Thu Jan 18 09:42:13 GMT 2024","5465","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Thu Jan 18 09:42:18 GMT 2024","Thu Jan 18 09:42:25 GMT 2024","6642","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Thu Jan 18 09:40:29 GMT 2024","Thu Jan 18 09:40:39 GMT 2024","10291","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Thu Jan 18 09:39:00 GMT 2024","Thu Jan 18 09:39:04 GMT 2024","4206","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Thu Jan 18 09:41:53 GMT 2024","Thu Jan 18 09:41:59 GMT 2024","5868","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Thu Jan 18 09:38:37 GMT 2024","Thu Jan 18 09:38:41 GMT 2024","4208","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Thu Jan 18 09:41:27 GMT 2024","Thu Jan 18 09:41:28 GMT 2024","1184","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Thu Jan 18 09:40:46 GMT 2024","Thu Jan 18 09:40:50 GMT 2024","4575","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Thu Jan 18 09:42:26 GMT 2024","Thu Jan 18 09:42:26 GMT 2024","35","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Thu Jan 18 09:41:47 GMT 2024","Thu Jan 18 09:41:53 GMT 2024","5877","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Thu Jan 18 09:39:31 GMT 2024","Thu Jan 18 09:39:52 GMT 2024","21202","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Thu Jan 18 09:39:52 GMT 2024","Thu Jan 18 09:40:29 GMT 2024","37083","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Thu Jan 18 09:40:50 GMT 2024","Thu Jan 18 09:41:24 GMT 2024","33756","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Thu Jan 18 09:42:16 GMT 2024","Thu Jan 18 09:42:18 GMT 2024","2953","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Thu Jan 18 09:39:24 GMT 2024","Thu Jan 18 09:39:31 GMT 2024","6776","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Thu Jan 18 09:39:12 GMT 2024","Thu Jan 18 09:39:21 GMT 2024","9122","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Thu Jan 18 09:42:13 GMT 2024","Thu Jan 18 09:42:15 GMT 2024","2626","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Thu Jan 18 09:40:39 GMT 2024","Thu Jan 18 09:40:46 GMT 2024","6318","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Thu Jan 18 09:41:28 GMT 2024","Thu Jan 18 09:41:36 GMT 2024","7474","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
