"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 18 09:48:13 GMT 2024","Wed Sep 18 09:48:20 GMT 2024","7360","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Wed Sep 18 09:48:02 GMT 2024","Wed Sep 18 09:48:06 GMT 2024","4541","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Wed Sep 18 09:48:25 GMT 2024","Wed Sep 18 09:48:31 GMT 2024","5181","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Wed Sep 18 09:48:31 GMT 2024","Wed Sep 18 09:48:37 GMT 2024","6331","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Wed Sep 18 09:41:16 GMT 2024","Wed Sep 18 09:41:24 GMT 2024","8824","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Wed Sep 18 09:48:11 GMT 2024","Wed Sep 18 09:48:12 GMT 2024","1084","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Wed Sep 18 09:48:42 GMT 2024","Wed Sep 18 09:48:45 GMT 2024","3306","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Wed Sep 18 09:48:58 GMT 2024","Wed Sep 18 09:49:01 GMT 2024","2965","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Wed Sep 18 09:41:12 GMT 2024","Wed Sep 18 09:41:16 GMT 2024","4088","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Wed Sep 18 09:41:53 GMT 2024","Wed Sep 18 09:42:41 GMT 2024","48414","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Wed Sep 18 09:48:56 GMT 2024","Wed Sep 18 09:48:58 GMT 2024","2277","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Wed Sep 18 09:41:24 GMT 2024","Wed Sep 18 09:41:33 GMT 2024","9010","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Wed Sep 18 09:42:53 GMT 2024","Wed Sep 18 09:42:59 GMT 2024","5884","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Wed Sep 18 09:48:45 GMT 2024","Wed Sep 18 09:48:51 GMT 2024","5293","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
"passed","Wed Sep 18 09:48:37 GMT 2024","Wed Sep 18 09:48:42 GMT 2024","5192","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Wed Sep 18 09:48:06 GMT 2024","Wed Sep 18 09:48:09 GMT 2024","3033","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Wed Sep 18 09:48:20 GMT 2024","Wed Sep 18 09:48:25 GMT 2024","5067","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Wed Sep 18 09:49:01 GMT 2024","Wed Sep 18 09:49:08 GMT 2024","6736","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Wed Sep 18 09:42:41 GMT 2024","Wed Sep 18 09:42:53 GMT 2024","12119","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Wed Sep 18 09:48:51 GMT 2024","Wed Sep 18 09:48:56 GMT 2024","5313","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Wed Sep 18 09:49:09 GMT 2024","Wed Sep 18 09:49:09 GMT 2024","33","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Wed Sep 18 09:41:42 GMT 2024","Wed Sep 18 09:41:53 GMT 2024","11011","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Wed Sep 18 09:41:06 GMT 2024","Wed Sep 18 09:41:12 GMT 2024","5711","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Wed Sep 18 09:41:35 GMT 2024","Wed Sep 18 09:41:42 GMT 2024","6094","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
