"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 30 09:39:51 GMT 2024","Tue Jul 30 09:39:59 GMT 2024","8494","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering ZARA COAT 3",""
"passed","Tue Jul 30 09:43:18 GMT 2024","Tue Jul 30 09:43:22 GMT 2024","4301","client app","hiddenElements.spec.ts","","","","@Web TC: Verify popup validation",""
"passed","Tue Jul 30 09:42:30 GMT 2024","Tue Jul 30 09:43:03 GMT 2024","32857","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_2: Verify uploading 1 file",""
"passed","Tue Jul 30 09:43:22 GMT 2024","Tue Jul 30 09:43:28 GMT 2024","5804","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hover and select needed item",""
"passed","Tue Jul 30 09:39:37 GMT 2024","Tue Jul 30 09:39:42 GMT 2024","5036","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with anshika@gmail.com and Iamking@000",""
"passed","Tue Jul 30 09:43:52 GMT 2024","Tue Jul 30 09:43:59 GMT 2024","6684","client app","uiFrames.spec.ts","","","","@Web TC: Verify UI IFrame",""
"passed","Tue Jul 30 09:43:06 GMT 2024","Tue Jul 30 09:43:13 GMT 2024","6738","client app","hiddenElements.spec.ts","","","","@Web TC: Verify goBack and goForward methods",""
"passed","Tue Jul 30 09:39:42 GMT 2024","Tue Jul 30 09:39:51 GMT 2024","8405","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: E2E for ordering IPHONE 13 PRO",""
"passed","Tue Jul 30 09:39:32 GMT 2024","Tue Jul 30 09:39:37 GMT 2024","5192","client app","clientAppWithExternalDataAndParametriazation.spec.ts","","","","TC: Verify success login to client app with nspprotest@gmail.com and Pl@ywright_test_m1",""
"passed","Tue Jul 30 09:42:26 GMT 2024","Tue Jul 30 09:42:30 GMT 2024","4178","demoqa","../tests-demoqa/upalodAndDownload.spec.ts","@Demoqa Download and Upload tests","","","TC_1: Verify downloading 1 file",""
"passed","Tue Jul 30 09:43:05 GMT 2024","Tue Jul 30 09:43:06 GMT 2024","1156","setup","auth.setupNew.spec.ts","","","","default authentication for client app",""
"passed","Tue Jul 30 09:43:49 GMT 2024","Tue Jul 30 09:43:52 GMT 2024","2664","client app","uiBasics.spec.ts","","","","@Web TC: Child windows handling",""
"passed","Tue Jul 30 09:43:33 GMT 2024","Tue Jul 30 09:43:36 GMT 2024","3336","client app","uiBasics.spec.ts","","","","@Web TC:Catch unshowing message and Verify text message",""
"passed","Tue Jul 30 09:44:00 GMT 2024","Tue Jul 30 09:44:00 GMT 2024","35","teardown","auth.tearDown.spec.ts","Teardown","","","Remove ${authFile} after running client app tests",""
"passed","Tue Jul 30 09:43:47 GMT 2024","Tue Jul 30 09:43:49 GMT 2024","2206","client app","uiBasics.spec.ts","","","","@Web TC: Verify UI controls",""
"passed","Tue Jul 30 09:40:01 GMT 2024","Tue Jul 30 09:40:09 GMT 2024","8072","demoqa","../tests-demoqa/textBoxAndFaker.spec.ts","@Demoqa Text Box Tests","","","TC 1: Fill out input text fields by data from faker lib",""
"passed","Tue Jul 30 09:41:47 GMT 2024","Tue Jul 30 09:42:26 GMT 2024","38576","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Jul 30 09:43:28 GMT 2024","Tue Jul 30 09:43:33 GMT 2024","5060","client app","hiddenElements.spec.ts","","","","@Web TC: Verify work of screenshot and visual comparison",""
"passed","Tue Jul 30 09:41:17 GMT 2024","Tue Jul 30 09:41:29 GMT 2024","11861","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 3: E2E. Enter and remove data from input text fields and via keys and shortcuts",""
"passed","Tue Jul 30 09:40:09 GMT 2024","Tue Jul 30 09:41:17 GMT 2024","67542","demoqa","../tests-demoqa/textBoxKeysAndShortNew.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Jul 30 09:41:29 GMT 2024","Tue Jul 30 09:41:47 GMT 2024","18423","demoqa","../tests-demoqa/textBoxKeysAndShortOld.spec.ts","@Demoqa Text Box Tests","","","TC 2: E2E. Enter and remove data from input text fields and via keys and shortcuts and cycle",""
"passed","Tue Jul 30 09:43:13 GMT 2024","Tue Jul 30 09:43:18 GMT 2024","5011","client app","hiddenElements.spec.ts","","","","@Web TC: Verify hidden elements",""
"passed","Tue Jul 30 09:43:42 GMT 2024","Tue Jul 30 09:43:47 GMT 2024","5108","client app","uiBasics.spec.ts","","","","@Web TC: Retrive all card titles from home page",""
"passed","Tue Jul 30 09:43:36 GMT 2024","Tue Jul 30 09:43:42 GMT 2024","5648","client app","uiBasics.spec.ts","","","","@Web TC:Verify presence of iphone X in product list",""
